Router ID,MAC Address,Fecha,Horario,Activa,Direccion IP
SFE020-01,1111836,02/11/2022,15:24:49,1,1111111836
CBA258-01,1111959,20/11/2022,12:29:42,1,1111111959
BUE002-01,1111212,08/11/2022,16:06:59,1,1111111212
BUE002-01,1111767,02/12/2022,09:32:19,1,1111111767
BUE094-03,1111474,16/11/2022,22:12:14,1,1111111474
BUE053-01,1111214,19/11/2022,02:45:29,1,1111111214
BUE053-01,1112050,09/11/2022,04:40:37,1,1111112050
BUE053-02,1111980,06/11/2022,21:59:35,1,1111111980
CBA223-01,1111305,01/12/2022,10:12:28,1,1111111305
BUE015-01,1112076,07/11/2022,13:29:11,1,1111112076
BUE035-01,1111184,23/11/2022,04:03:58,1,1111111184
BUE050-01,1111735,13/11/2022,06:55:41,1,1111111735
BUE024-01,1111955,08/11/2022,21:07:13,1,1111111955
ERI025-01,1111981,16/11/2022,06:38:33,1,1111111981
BUE105-01,1111628,27/11/2022,18:49:22,1,1111111628
BUE105-01,1111956,13/11/2022,12:41:03,1,1111111956
BUE105-03,1111185,01/12/2022,02:39:56,1,1111111185
BUE004-01,1111612,06/11/2022,13:25:24,1,1111111612
NEU046-01,1111671,24/11/2022,09:11:20,1,1111111671
BUE121-01,1111378,06/11/2022,05:47:01,1,1111111378
SGO050-01,1111194,15/11/2022,17:30:02,1,1111111194
COR057-01,1111228,12/11/2022,15:27:40,1,1111111228
CBA042-01,1111349,28/11/2022,17:42:26,1,1111111349
CBA042-01,1111641,06/11/2022,05:35:36,1,1111111641
CBA148-01,1111856,06/11/2022,21:12:51,1,1111111856
CBA148-02,1111206,14/11/2022,15:33:17,1,1111111206
CBA148-02,1111458,10/11/2022,11:09:09,1,1111111458
MZA006-01,1111120,01/12/2022,13:16:42,1,1111111120
MZA006-01,1111771,01/11/2022,05:49:16,1,1111111771
MZA006-01,1112103,11/11/2022,05:20:45,1,1111112103
CBA311-01,1111984,05/11/2022,03:08:54,1,1111111984
CBA311-02,1111293,08/11/2022,22:29:01,1,1111111293
MZA004-01,1111999,30/11/2022,08:53:43,1,1111111999
BUE120-01,1111130,15/11/2022,14:25:25,1,1111111130
BUE120-01,1111275,02/12/2022,19:37:38,1,1111111275
